,image_path,label
147931,./img_align_celeba/147932.jpg,300
89713,./img_align_celeba/089714.jpg,300
35396,./img_align_celeba/035397.jpg,300
5212,./img_align_celeba/005213.jpg,300
14058,./img_align_celeba/014059.jpg,300
17704,./img_align_celeba/017705.jpg,300
75742,./img_align_celeba/075743.jpg,301
71228,./img_align_celeba/071229.jpg,301
37669,./img_align_celeba/037670.jpg,301
24315,./img_align_celeba/024316.jpg,301
102630,./img_align_celeba/102631.jpg,301
8497,./img_align_celeba/008498.jpg,301
128195,./img_align_celeba/128196.jpg,301
90940,./img_align_celeba/090941.jpg,301
82891,./img_align_celeba/082892.jpg,301
71921,./img_align_celeba/071922.jpg,301
21133,./img_align_celeba/021134.jpg,301
122800,./img_align_celeba/122801.jpg,301
143155,./img_align_celeba/143156.jpg,301
89376,./img_align_celeba/089377.jpg,301
153001,./img_align_celeba/153002.jpg,301
4631,./img_align_celeba/004632.jpg,301
132221,./img_align_celeba/132222.jpg,301
90461,./img_align_celeba/090462.jpg,301
11063,./img_align_celeba/011064.jpg,301
13687,./img_align_celeba/013688.jpg,301
115803,./img_align_celeba/115804.jpg,301
38651,./img_align_celeba/038652.jpg,301
13107,./img_align_celeba/013108.jpg,301
154430,./img_align_celeba/154431.jpg,301
90218,./img_align_celeba/090219.jpg,301
136243,./img_align_celeba/136244.jpg,301
121179,./img_align_celeba/121180.jpg,301
54804,./img_align_celeba/054805.jpg,301
34509,./img_align_celeba/034510.jpg,301
31965,./img_align_celeba/031966.jpg,301
49451,./img_align_celeba/049452.jpg,302
34006,./img_align_celeba/034007.jpg,302
109594,./img_align_celeba/109595.jpg,302
153073,./img_align_celeba/153074.jpg,302
129774,./img_align_celeba/129775.jpg,302
143733,./img_align_celeba/143734.jpg,302
98378,./img_align_celeba/098379.jpg,302
84412,./img_align_celeba/084413.jpg,302
86680,./img_align_celeba/086681.jpg,302
152132,./img_align_celeba/152133.jpg,302
5122,./img_align_celeba/005123.jpg,302
578,./img_align_celeba/000579.jpg,302
127776,./img_align_celeba/127777.jpg,302
86842,./img_align_celeba/086843.jpg,302
45057,./img_align_celeba/045058.jpg,302
50286,./img_align_celeba/050287.jpg,302
125453,./img_align_celeba/125454.jpg,302
62224,./img_align_celeba/062225.jpg,302
70867,./img_align_celeba/070868.jpg,302
109979,./img_align_celeba/109980.jpg,302
42727,./img_align_celeba/042728.jpg,302
101017,./img_align_celeba/101018.jpg,302
7378,./img_align_celeba/007379.jpg,302
47434,./img_align_celeba/047435.jpg,303
46237,./img_align_celeba/046238.jpg,303
94007,./img_align_celeba/094008.jpg,303
32732,./img_align_celeba/032733.jpg,303
146977,./img_align_celeba/146978.jpg,303
11311,./img_align_celeba/011312.jpg,303
109073,./img_align_celeba/109074.jpg,303
84358,./img_align_celeba/084359.jpg,303
151172,./img_align_celeba/151173.jpg,303
1147,./img_align_celeba/001148.jpg,303
23763,./img_align_celeba/023764.jpg,303
159905,./img_align_celeba/159906.jpg,303
112268,./img_align_celeba/112269.jpg,303
139212,./img_align_celeba/139213.jpg,303
83204,./img_align_celeba/083205.jpg,303
108568,./img_align_celeba/108569.jpg,303
68317,./img_align_celeba/068318.jpg,303
85692,./img_align_celeba/085693.jpg,303
69686,./img_align_celeba/069687.jpg,303
75460,./img_align_celeba/075461.jpg,303
86613,./img_align_celeba/086614.jpg,303
90814,./img_align_celeba/090815.jpg,303
160969,./img_align_celeba/160970.jpg,303
100743,./img_align_celeba/100744.jpg,303
91332,./img_align_celeba/091333.jpg,303
83822,./img_align_celeba/083823.jpg,303
28145,./img_align_celeba/028146.jpg,303
9425,./img_align_celeba/009426.jpg,303
80969,./img_align_celeba/080970.jpg,303
47645,./img_align_celeba/047646.jpg,303
112568,./img_align_celeba/112569.jpg,304
4494,./img_align_celeba/004495.jpg,304
155882,./img_align_celeba/155883.jpg,304
87766,./img_align_celeba/087767.jpg,305
29195,./img_align_celeba/029196.jpg,305
29163,./img_align_celeba/029164.jpg,305
84949,./img_align_celeba/084950.jpg,305
34849,./img_align_celeba/034850.jpg,305
67967,./img_align_celeba/067968.jpg,305
35026,./img_align_celeba/035027.jpg,305
64091,./img_align_celeba/064092.jpg,305
102987,./img_align_celeba/102988.jpg,305
19807,./img_align_celeba/019808.jpg,305
127841,./img_align_celeba/127842.jpg,305
89050,./img_align_celeba/089051.jpg,305
50307,./img_align_celeba/050308.jpg,305
152411,./img_align_celeba/152412.jpg,305
83081,./img_align_celeba/083082.jpg,305
118595,./img_align_celeba/118596.jpg,305
135853,./img_align_celeba/135854.jpg,305
73208,./img_align_celeba/073209.jpg,305
161784,./img_align_celeba/161785.jpg,305
92062,./img_align_celeba/092063.jpg,305
148539,./img_align_celeba/148540.jpg,305
157960,./img_align_celeba/157961.jpg,305
138503,./img_align_celeba/138504.jpg,305
110703,./img_align_celeba/110704.jpg,305
129207,./img_align_celeba/129208.jpg,305
116850,./img_align_celeba/116851.jpg,305
59103,./img_align_celeba/059104.jpg,305
107700,./img_align_celeba/107701.jpg,305
53877,./img_align_celeba/053878.jpg,305
160957,./img_align_celeba/160958.jpg,305
131965,./img_align_celeba/131966.jpg,306
160931,./img_align_celeba/160932.jpg,306
7609,./img_align_celeba/007610.jpg,306
127792,./img_align_celeba/127793.jpg,306
95756,./img_align_celeba/095757.jpg,306
124721,./img_align_celeba/124722.jpg,306
65278,./img_align_celeba/065279.jpg,306
41219,./img_align_celeba/041220.jpg,306
140809,./img_align_celeba/140810.jpg,306
2652,./img_align_celeba/002653.jpg,306
50620,./img_align_celeba/050621.jpg,306
155982,./img_align_celeba/155983.jpg,306
10108,./img_align_celeba/010109.jpg,306
63665,./img_align_celeba/063666.jpg,306
141197,./img_align_celeba/141198.jpg,306
96015,./img_align_celeba/096016.jpg,306
108043,./img_align_celeba/108044.jpg,306
88837,./img_align_celeba/088838.jpg,306
96849,./img_align_celeba/096850.jpg,306
39928,./img_align_celeba/039929.jpg,306
131323,./img_align_celeba/131324.jpg,306
77471,./img_align_celeba/077472.jpg,306
22441,./img_align_celeba/022442.jpg,306
60868,./img_align_celeba/060869.jpg,306
15191,./img_align_celeba/015192.jpg,306
35957,./img_align_celeba/035958.jpg,306
129398,./img_align_celeba/129399.jpg,306
149686,./img_align_celeba/149687.jpg,306
38084,./img_align_celeba/038085.jpg,307
3400,./img_align_celeba/003401.jpg,307
26540,./img_align_celeba/026541.jpg,307
101496,./img_align_celeba/101497.jpg,308
55797,./img_align_celeba/055798.jpg,308
133443,./img_align_celeba/133444.jpg,308
38965,./img_align_celeba/038966.jpg,308
66098,./img_align_celeba/066099.jpg,308
39821,./img_align_celeba/039822.jpg,308
33690,./img_align_celeba/033691.jpg,308
107418,./img_align_celeba/107419.jpg,308
104765,./img_align_celeba/104766.jpg,308
138056,./img_align_celeba/138057.jpg,308
142311,./img_align_celeba/142312.jpg,308
38232,./img_align_celeba/038233.jpg,308
143362,./img_align_celeba/143363.jpg,308
50829,./img_align_celeba/050830.jpg,308
88359,./img_align_celeba/088360.jpg,308
50745,./img_align_celeba/050746.jpg,308
129048,./img_align_celeba/129049.jpg,308
118991,./img_align_celeba/118992.jpg,308
57113,./img_align_celeba/057114.jpg,308
108239,./img_align_celeba/108240.jpg,308
68347,./img_align_celeba/068348.jpg,308
13077,./img_align_celeba/013078.jpg,308
16360,./img_align_celeba/016361.jpg,309
140265,./img_align_celeba/140266.jpg,309
112788,./img_align_celeba/112789.jpg,309
86013,./img_align_celeba/086014.jpg,309
30658,./img_align_celeba/030659.jpg,309
27079,./img_align_celeba/027080.jpg,309
150319,./img_align_celeba/150320.jpg,309
136541,./img_align_celeba/136542.jpg,309
75087,./img_align_celeba/075088.jpg,309
76603,./img_align_celeba/076604.jpg,309
35159,./img_align_celeba/035160.jpg,309
89434,./img_align_celeba/089435.jpg,309
38185,./img_align_celeba/038186.jpg,310
83753,./img_align_celeba/083754.jpg,310
31609,./img_align_celeba/031610.jpg,310
83497,./img_align_celeba/083498.jpg,310
115637,./img_align_celeba/115638.jpg,310
136279,./img_align_celeba/136280.jpg,310
155642,./img_align_celeba/155643.jpg,310
160890,./img_align_celeba/160891.jpg,310
383,./img_align_celeba/000384.jpg,310
158982,./img_align_celeba/158983.jpg,310
109026,./img_align_celeba/109027.jpg,310
94177,./img_align_celeba/094178.jpg,310
24518,./img_align_celeba/024519.jpg,310
69190,./img_align_celeba/069191.jpg,310
131033,./img_align_celeba/131034.jpg,310
29302,./img_align_celeba/029303.jpg,310
9100,./img_align_celeba/009101.jpg,310
59245,./img_align_celeba/059246.jpg,310
133396,./img_align_celeba/133397.jpg,310
154288,./img_align_celeba/154289.jpg,311
105212,./img_align_celeba/105213.jpg,311
40923,./img_align_celeba/040924.jpg,311
58365,./img_align_celeba/058366.jpg,311
5245,./img_align_celeba/005246.jpg,311
123274,./img_align_celeba/123275.jpg,311
17567,./img_align_celeba/017568.jpg,311
73574,./img_align_celeba/073575.jpg,311
109004,./img_align_celeba/109005.jpg,311
15145,./img_align_celeba/015146.jpg,311
90077,./img_align_celeba/090078.jpg,311
104017,./img_align_celeba/104018.jpg,311
89204,./img_align_celeba/089205.jpg,311
1394,./img_align_celeba/001395.jpg,311
100195,./img_align_celeba/100196.jpg,311
107227,./img_align_celeba/107228.jpg,311
84077,./img_align_celeba/084078.jpg,311
78040,./img_align_celeba/078041.jpg,311
109332,./img_align_celeba/109333.jpg,311
565,./img_align_celeba/000566.jpg,311
137317,./img_align_celeba/137318.jpg,311
126420,./img_align_celeba/126421.jpg,311
119408,./img_align_celeba/119409.jpg,311
61445,./img_align_celeba/061446.jpg,311
5046,./img_align_celeba/005047.jpg,311
101593,./img_align_celeba/101594.jpg,311
106088,./img_align_celeba/106089.jpg,311
141003,./img_align_celeba/141004.jpg,311
9245,./img_align_celeba/009246.jpg,312
155802,./img_align_celeba/155803.jpg,312
52465,./img_align_celeba/052466.jpg,313
66284,./img_align_celeba/066285.jpg,313
12920,./img_align_celeba/012921.jpg,313
137112,./img_align_celeba/137113.jpg,313
36143,./img_align_celeba/036144.jpg,313
19870,./img_align_celeba/019871.jpg,313
100791,./img_align_celeba/100792.jpg,313
138149,./img_align_celeba/138150.jpg,313
48673,./img_align_celeba/048674.jpg,313
13749,./img_align_celeba/013750.jpg,313
99248,./img_align_celeba/099249.jpg,313
125105,./img_align_celeba/125106.jpg,313
149414,./img_align_celeba/149415.jpg,313
65916,./img_align_celeba/065917.jpg,313
160210,./img_align_celeba/160211.jpg,313
35655,./img_align_celeba/035656.jpg,313
159234,./img_align_celeba/159235.jpg,313
65734,./img_align_celeba/065735.jpg,313
36006,./img_align_celeba/036007.jpg,313
129438,./img_align_celeba/129439.jpg,313
138237,./img_align_celeba/138238.jpg,313
46575,./img_align_celeba/046576.jpg,313
160176,./img_align_celeba/160177.jpg,313
10771,./img_align_celeba/010772.jpg,313
149425,./img_align_celeba/149426.jpg,313
83545,./img_align_celeba/083546.jpg,313
107180,./img_align_celeba/107181.jpg,313
10369,./img_align_celeba/010370.jpg,313
152319,./img_align_celeba/152320.jpg,313
122923,./img_align_celeba/122924.jpg,313
13559,./img_align_celeba/013560.jpg,314
61577,./img_align_celeba/061578.jpg,314
56759,./img_align_celeba/056760.jpg,314
74531,./img_align_celeba/074532.jpg,314
89888,./img_align_celeba/089889.jpg,314
144667,./img_align_celeba/144668.jpg,314
89267,./img_align_celeba/089268.jpg,314
21729,./img_align_celeba/021730.jpg,314
69906,./img_align_celeba/069907.jpg,314
81166,./img_align_celeba/081167.jpg,314
76252,./img_align_celeba/076253.jpg,314
114446,./img_align_celeba/114447.jpg,314
86222,./img_align_celeba/086223.jpg,314
88739,./img_align_celeba/088740.jpg,314
