,image_path,label
73285,./img_align_celeba/073286.jpg,0
65273,./img_align_celeba/065274.jpg,0
122059,./img_align_celeba/122060.jpg,0
66817,./img_align_celeba/066818.jpg,0
107723,./img_align_celeba/107724.jpg,0
62160,./img_align_celeba/062161.jpg,0
143200,./img_align_celeba/143201.jpg,0
85652,./img_align_celeba/085653.jpg,0
51808,./img_align_celeba/051809.jpg,0
101077,./img_align_celeba/101078.jpg,0
113506,./img_align_celeba/113507.jpg,0
69363,./img_align_celeba/069364.jpg,0
139080,./img_align_celeba/139081.jpg,0
129830,./img_align_celeba/129831.jpg,0
158476,./img_align_celeba/158477.jpg,0
140624,./img_align_celeba/140625.jpg,0
109039,./img_align_celeba/109040.jpg,0
32485,./img_align_celeba/032486.jpg,0
139618,./img_align_celeba/139619.jpg,0
69881,./img_align_celeba/069882.jpg,0
122872,./img_align_celeba/122873.jpg,0
95359,./img_align_celeba/095360.jpg,0
147080,./img_align_celeba/147081.jpg,0
52644,./img_align_celeba/052645.jpg,0
130561,./img_align_celeba/130562.jpg,0
110211,./img_align_celeba/110212.jpg,0
41292,./img_align_celeba/041293.jpg,0
55898,./img_align_celeba/055899.jpg,0
29699,./img_align_celeba/029700.jpg,1
125482,./img_align_celeba/125483.jpg,1
148061,./img_align_celeba/148062.jpg,1
34093,./img_align_celeba/034094.jpg,1
75624,./img_align_celeba/075625.jpg,1
31538,./img_align_celeba/031539.jpg,1
119265,./img_align_celeba/119266.jpg,1
50986,./img_align_celeba/050987.jpg,1
42047,./img_align_celeba/042048.jpg,1
92361,./img_align_celeba/092362.jpg,1
92451,./img_align_celeba/092452.jpg,1
84266,./img_align_celeba/084267.jpg,1
36792,./img_align_celeba/036793.jpg,1
56218,./img_align_celeba/056219.jpg,1
55783,./img_align_celeba/055784.jpg,1
11255,./img_align_celeba/011256.jpg,1
96276,./img_align_celeba/096277.jpg,1
40568,./img_align_celeba/040569.jpg,1
75828,./img_align_celeba/075829.jpg,1
26436,./img_align_celeba/026437.jpg,1
160030,./img_align_celeba/160031.jpg,1
81137,./img_align_celeba/081138.jpg,1
61493,./img_align_celeba/061494.jpg,1
111903,./img_align_celeba/111904.jpg,1
132147,./img_align_celeba/132148.jpg,1
142329,./img_align_celeba/142330.jpg,1
149125,./img_align_celeba/149126.jpg,1
13137,./img_align_celeba/013138.jpg,1
125371,./img_align_celeba/125372.jpg,2
16243,./img_align_celeba/016244.jpg,2
42489,./img_align_celeba/042490.jpg,2
129661,./img_align_celeba/129662.jpg,2
105786,./img_align_celeba/105787.jpg,2
102743,./img_align_celeba/102744.jpg,2
119017,./img_align_celeba/119018.jpg,2
138960,./img_align_celeba/138961.jpg,2
84324,./img_align_celeba/084325.jpg,2
42034,./img_align_celeba/042035.jpg,2
106275,./img_align_celeba/106276.jpg,2
154557,./img_align_celeba/154558.jpg,2
127786,./img_align_celeba/127787.jpg,2
134486,./img_align_celeba/134487.jpg,2
137364,./img_align_celeba/137365.jpg,2
5699,./img_align_celeba/005700.jpg,2
88345,./img_align_celeba/088346.jpg,2
3676,./img_align_celeba/003677.jpg,2
122306,./img_align_celeba/122307.jpg,2
140982,./img_align_celeba/140983.jpg,2
56241,./img_align_celeba/056242.jpg,2
23703,./img_align_celeba/023704.jpg,2
36338,./img_align_celeba/036339.jpg,2
130153,./img_align_celeba/130154.jpg,2
99139,./img_align_celeba/099140.jpg,2
52912,./img_align_celeba/052913.jpg,2
114397,./img_align_celeba/114398.jpg,2
72467,./img_align_celeba/072468.jpg,2
156147,./img_align_celeba/156148.jpg,3
18538,./img_align_celeba/018539.jpg,3
69651,./img_align_celeba/069652.jpg,3
12937,./img_align_celeba/012938.jpg,3
3038,./img_align_celeba/003039.jpg,3
154177,./img_align_celeba/154178.jpg,3
11021,./img_align_celeba/011022.jpg,3
17834,./img_align_celeba/017835.jpg,3
124671,./img_align_celeba/124672.jpg,3
102975,./img_align_celeba/102976.jpg,3
115355,./img_align_celeba/115356.jpg,3
5329,./img_align_celeba/005330.jpg,3
101825,./img_align_celeba/101826.jpg,3
13427,./img_align_celeba/013428.jpg,3
122036,./img_align_celeba/122037.jpg,3
113296,./img_align_celeba/113297.jpg,3
4567,./img_align_celeba/004568.jpg,3
55751,./img_align_celeba/055752.jpg,3
137573,./img_align_celeba/137574.jpg,3
74471,./img_align_celeba/074472.jpg,3
83028,./img_align_celeba/083029.jpg,3
43692,./img_align_celeba/043693.jpg,3
87817,./img_align_celeba/087818.jpg,3
134123,./img_align_celeba/134124.jpg,3
23507,./img_align_celeba/023508.jpg,3
130851,./img_align_celeba/130852.jpg,3
69674,./img_align_celeba/069675.jpg,3
